#OG_name	Cru.fasta	Ath.fasta	Aar.fasta	Chi.fasta	Tar.fasta
OG_1	Carub.0007s2402.1.p Carub.0007s2467.1.p	AT4G17390.1 AT4G16720.1	Aa31LG6G130 Aa31LG9G12170 Aa31LG2G12900	CARHR223250.1 CARHR224000.1	gene-TAV2_LOCUS9490 gene-TAV2_LOCUS23435
OG_111	Carub.0005s2945.1.p Carub.0005s2636.1.p Carub.0007s2358.1.p Carub.0004s1440.1.p Carub.0004s2574.1.p Carub.0004s1931.1.p Carub.0006s3313.1.p	AT1G49790.2 AT4G17780.1 AT2G43440.1 AT2G30615.1 AT2G43270.1 AT2G43445.1 AT2G43260.2 AT2G30385.1 AT4G05180.1		CARHR130500.1 CARHR130510.1 CARHR049850.1 CARHR134110.1 CARHR138330.1 CARHR138350.1 CARHR138480.1 CARHR224500.1 CARHR061710.1 CARHR130490.1 CARHR134100.1 CARHR134120.1 CARHR134960.1 CARHR252370.1	gene-TAV2_LOCUS3711 gene-TAV2_LOCUS12991 gene-TAV2_LOCUS12464 gene-TAV2_LOCUS12460 gene-TAV2_LOCUS118 gene-TAV2_LOCUS3104 gene-TAV2_LOCUS20132
OG_112	Carub.0006s0543.1.p Carub.0006s0544.1.p	AT5G06560.1 AT5G06550.1	Aa31sc167G30 Aa31sc167G40	CARHR206640.1 CARHR206650.1	gene-TAV2_LOCUS19243
OG_113	Carub.0007s0586.1.p	AT4G34440.1	Aa31LG2G16110	CARHR242300.1	gene-TAV2_LOCUS23799
OG_114	Carub.0004s1082.1.p	AT2G29730.1 AT2G29710.1		CARHR123050.1	gene-TAV2_LOCUS12633
OG_115	Carub.0007s3579.1.p	AT5G39940.1	Aa31LG9G1670	CARHR262240.1	
OG_116	Carub.0004s1085.1.p	AT2G29750.1 AT2G29740.1		CARHR123100.1	gene-TAV2_LOCUS14408
OG_117	Carub.0007s3519.1.p Carub.0002s2142.1.p Carub.0007s2037.1.p Carub.0003s0794.1.p Carub.0005s2329.1.p Carub.0008s2801.1.p Carub.0001s3229.1.p Carub.0003s1213.1.p Carub.0001s3024.1.p Carub.0006s0542.1.p Carub.0002s0567.1.p Carub.0008s0864.1.p Carub.0001s0742.1.p Carub.0004s1086.1.p Carub.0005s1362.1.p	AT3G12770.1 AT5G40405.1 AT4G21065.1 AT3G08820.1 AT1G34160.1 AT3G56550.1 AT3G47530.1 AT1G31920.1 AT2G02980.1 AT1G74630.2 AT5G06540.1 AT5G48910.1 AT1G08070.1 AT2G29760.1 AT1G59720.1 AT5G66520.1	Aa31sc41G30 Aa31sc90G50 Aa31LG5G9900 Aa31LG4G16320 Aa31sc167G20 Aa31LG2G14520 Aa31LG1G15040 Aa31LG5G18810 Aa31LG4G4860 Aa31LG2G10480 Aa31LG8G70 Aa31LG2G7360 Aa31LG2G14130 Aa31LG4G13790 Aa31LG6G8320 Aa31sc414G20 Aa31LG10G11370 Aa31LG5G6770 Aa31LG6G3110 Aa31LG4G15920	CARHR031260.1 CARHR261610.1 CARHR083140.1 CARHR281230.1 CARHR166670.1 CARHR145400.1 CARHR033680.1 CARHR067930.1 CARHR156170.1 CARHR206660.1 CARHR087300.1 CARHR053480.1 CARHR284650.1 CARHR123110.1 CARHR227650.1 CARHR007890.1 CARHR102950.1	gene-TAV2_LOCUS7460 gene-TAV2_LOCUS3220 gene-TAV2_LOCUS9930 gene-TAV2_LOCUS457 gene-TAV2_LOCUS5506 gene-TAV2_LOCUS170 gene-TAV2_LOCUS13608 gene-TAV2_LOCUS1861 gene-TAV2_LOCUS1256
OG_118	Carub.0002s1831.1.p	AT1G71460.1	Aa31LG4G9120	CARHR291210.1	
OG_119	Carub.0001s4069.1.p	AT1G51800.1		CARHR041950.1	gene-TAV2_LOCUS1473
OG_120		AT1G08065.1	Aa31sc125G20 Aa31sc269G40	CARHR007870.1	
OG_121	Carub.0006s2630.1.p	ATMG00810.1 ATMG00820.1 AT1G34070.1 ATMG00010.1	Aa31LG1G6330 Aa31sc736G30 Aa31LG1G6100 Aa31LG3G5060	CARHR288040.1 CARHR157490.1 CARHR154180.1 CARHR181110.1 CARHR282590.1	
OG_122	Carub.0007s3429.1.p	AT5G41190.1	Aa31LG9G660	CARHR213190.1	gene-TAV2_LOCUS23593 gene-TAV2_LOCUS22501 gene-TAV2_LOCUS22500
OG_123	Carub.0003s1567.1.p	AT3G15930.1	Aa31LG8G3100	CARHR091070.1	gene-TAV2_LOCUS9039
OG_124	Carub.0007s3518.1.p	AT5G40410.1	Aa31LG9G1200	CARHR261600.1	
OG_125	Carub.0008s1301.1.p	AT5G52850.1	Aa31LG3G9090	CARHR265780.1	gene-TAV2_LOCUS20822
OG_126	Carub.0003s0795.1.p	AT3G08840.7		CARHR083150.1	gene-TAV2_LOCUS7176 gene-TAV2_LOCUS7178
OG_127	Carub.0008s0815.1.p	AT5G48540.1	Aa31sc459G10	CARHR183490.1	
OG_128	Carub.0005s1170.1.p Carub.0007s1806.1.p Carub.0006s3315.1.p Carub.0007s1812.1.p Carub.0007s1813.1.p Carub.0007s1802.1.p Carub.0007s2975.1.p Carub.0002s0140.1.p Carub.0007s1796.1.p Carub.0007s1804.1.p Carub.0005s1171.1.p Carub.0007s1810.1.p Carub.0007s1793.1.p Carub.0007s1803.1.p Carub.0007s1811.1.p Carub.0007s1786.1.p Carub.0007s1788.1.p Carub.0007s1789.1.p Carub.0007s1787.1.p Carub.0007s1809.1.p Carub.0005s0973.1.p	AT4G23150.1 AT4G23230.1 AT4G05200.2 AT4G23170.1 AT4G23160.2 AT4G23140.2 AT4G23280.1 AT4G23270.3 AT4G23130.2 AT4G23180.1 AT3G45860.1 AT4G23310.1	Aa31LG6G5250 Aa31LG6G5220 Aa31LG6G5240 Aa31LG6G5200 Aa31sc914G10 Aa31LG6G5230 Aa31LG6G5300 Aa31LG6G5310 Aa31LG6G6540 Aa31LG6G6550	CARHR289370.1 CARHR230570.1 CARHR230250.1 CARHR230210.1 CARHR230320.1 CARHR230360.1 CARHR230650.1 CARHR230600.1 CARHR252350.1 CARHR230290.1 CARHR230220.1 CARHR230370.1 CARHR230200.1 CARHR230550.1 CARHR055320.1 CARHR230230.1 CARHR230270.1 CARHR230620.1 CARHR230610.1 CARHR230240.1 CARHR230260.1 CARHR230540.1 CARHR230590.1	gene-TAV2_LOCUS20481 gene-TAV2_LOCUS18774 gene-TAV2_LOCUS6375
OG_129	Carub.0003s2862.1.p Carub.0003s2658.1.p Carub.0003s2875.1.p Carub.0001s3616.1.p Carub.0001s3085.1.p Carub.0001s3084.1.p Carub.0003s2661.1.p Carub.0003s1631.1.p Carub.0003s2868.1.p Carub.0003s2860.1.p Carub.0003s2850.1.p Carub.0003s2873.1.p Carub.0003s2861.1.p Carub.0003s2859.1.p	AT1G51320.1 AT1G32430.1 AT3G16590.1 AT1G47390.1 AT2G14710.1 AT3G16580.1 AT1G51290.1	Aa31LG7G790	CARHR036940.1 CARHR036380.1 CARHR036970.1 CARHR091790.1 CARHR091800.1 CARHR031880.1 CARHR091810.1	
OG_130		AT1G77650.1		CARHR044120.1	
OG_131	Carub.0007s2002.1.p Carub.0007s2003.1.p	AT4G21400.1 AT4G21410.3	Aa31LG6G3420	CARHR289950.1 CARHR228000.1 CARHR228010.1 CARHR228050.1 CARHR228060.1 CARHR228070.1 CARHR228080.1	
OG_132	Carub.0007s2729.1.p	AT4G14820.1	Aa31LG9G2470	CARHR221380.1	
OG_133	Carub.0008s0035.1.p	AT5G47435.2	Aa31sc265G50	CARHR173940.1	
OG_134	Carub.0002s0358.1.p	AT1G61610.1	Aa31LG2G9250	CARHR050770.1	gene-TAV2_LOCUS6872 gene-TAV2_LOCUS6866 gene-TAV2_LOCUS6865
OG_135	Carub.0005s0555.1.p Carub.0007s2005.1.p Carub.0002s1167.1.p Carub.0007s2006.1.p Carub.0003s2256.1.p Carub.0008s0381.1.p	AT4G21380.1 AT1G65800.1 AT1G65790.1 AT4G21366.1	Aa31LG6G4030 Aa31LG6G3980 Aa31LG6G3990	CARHR227980.1 CARHR101850.1 CARHR227970.1 CARHR227950.1 CARHR164960.1	gene-TAV2_LOCUS23281 gene-TAV2_LOCUS16461 gene-TAV2_LOCUS16465 gene-TAV2_LOCUS15397
OG_136	Carub.0005s1825.1.p	AT3G51895.2	Aa31LG10G6970	CARHR161530.1	gene-TAV2_LOCUS15428
OG_137	Carub.0007s2004.1.p Carub.0002s2058.1.p	AT4G21390.1	Aa31sc1996G10 Aa31LG6G3420	CARHR227990.1 CARHR066910.1	gene-TAV2_LOCUS23278 gene-TAV2_LOCUS15456
OG_138	Carub.0001s1095.1.p	AT1G11330.2	Aa31LG1G3350 Aa31LG1G3370	CARHR011580.1	gene-TAV2_LOCUS7025 gene-TAV2_LOCUS3196 gene-TAV2_LOCUS3214
OG_139	Carub.0008s1471.1.p	AT5G54380.1	Aa31LG3G10320	CARHR267640.1	
OG_140	Carub.0001s3258.1.p	AT2G34400.1	Aa31LG10G6970	CARHR128480.1	
OG_141	Carub.0002s0720.1.p Carub.0003s1403.1.p	AT1G56690.1 AT1G09410.1	Aa31LG9G5900 Aa31LG2G11350	CARHR009370.1 CARHR089460.1	
OG_142	Carub.0002s0131.1.p Carub.0007s3424.1.p Carub.0007s3421.1.p Carub.0002s0130.1.p Carub.0002s0129.1.p Carub.0007s3422.1.p Carub.0002s0127.1.p Carub.0002s0132.1.p Carub.0002s0128.1.p	AT5G41290.1 AT1G63580.1 AT1G63590.1 AT1G63600.1 AT5G41280.1 AT1G63570.2 AT5G41300.1 AT1G63550.1		CARHR047760.1 CARHR213050.1 CARHR047750.1 CARHR047770.1 CARHR047800.1 CARHR047810.1 CARHR047820.1 CARHR213040.1	gene-TAV2_LOCUS6321 gene-TAV2_LOCUS6322 gene-TAV2_LOCUS7133 gene-TAV2_LOCUS7707 gene-TAV2_LOCUS23276 gene-TAV2_LOCUS25725
OG_143	Carub.0007s1199.1.p	AT4G28670.1	Aa31LG2G21710	CARHR236450.1	gene-TAV2_LOCUS24458
OG_144	Carub.0001s2993.1.p			CARHR211720.1 CARHR168120.1	gene-TAV2_LOCUS3226
OG_145	Carub.0003s2213.1.p Carub.0003s2222.1.p Carub.0003s2218.1.p Carub.0003s2216.1.p Carub.0003s2214.1.p Carub.0003s2217.1.p Carub.0003s2199.1.p Carub.0003s2221.1.p Carub.0003s2201.1.p Carub.0003s2202.1.p Carub.0003s2219.1.p Carub.0003s2198.1.p Carub.0003s2211.1.p Carub.0003s2203.1.p Carub.0003s2200.1.p Carub.0003s2210.1.p Carub.0001s2935.1.p Carub.0003s2220.1.p Carub.0003s2212.1.p Carub.0003s2215.1.p Carub.0003s2205.1.p	AT3G21980.1 AT3G22060.1 AT3G22057.1 AT3G22020.1 AT3G29050.2 AT3G22030.1 AT3G21930.1 AT3G21920.2 AT3G21900.2 AT3G22040.1 AT3G22050.1 AT3G22000.1 AT4G20680.1 AT3G22010.1 AT3G21910.1 AT3G21990.1 AT4G20550.1 AT4G20590.1 AT4G20600.1 AT4G20630.1 AT4G20530.1 AT4G20570.1 AT4G20620.1 AT4G20640.1 AT4G20580.1 AT4G20610.1 AT4G20540.1 AT4G20670.1 AT4G20560.1 AT4G20645.1 AT3G21940.1	Aa31LG9G1620 Aa31LG8G8470	CARHR097910.1 CARHR103590.1 CARHR097880.1 CARHR168670.1 CARHR097920.1 CARHR097870.1 CARHR097890.1 CARHR097900.1 CARHR103600.1	gene-TAV2_LOCUS11687 gene-TAV2_LOCUS10509 gene-TAV2_LOCUS11691 gene-TAV2_LOCUS11692 gene-TAV2_LOCUS10881 gene-TAV2_LOCUS10515 gene-TAV2_LOCUS11693 gene-TAV2_LOCUS10510
OG_146	Carub.0002s1192.1.p Carub.0002s1193.1.p	AT1G60740.1 AT1G65980.1 AT1G65970.1	Aa31LG9G15830	CARHR057920.1	gene-TAV2_LOCUS17426
OG_147	Carub.0003s1328.1.p Carub.0005s1538.1.p Carub.0005s0484.1.p Carub.0007s2249.1.p Carub.0001s1090.1.p Carub.0007s0640.1.p Carub.0003s2285.1.p Carub.0005s2427.1.p	AT4G18750.1 AT3G13770.1 AT3G49142.1 AT4G33990.1 AT1G11290.1 AT3G57430.1 AT3G22690.1 AT3G26782.1 AT1G11280.1	Aa31LG6G2520 Aa31LG2G16420 Aa31LG6G1460 Aa31LG2G5760 Aa31LG9G17590 Aa31LG10G15240 Aa31LG1G3360 Aa31LG8G940 Aa31LG10G7650	CARHR158000.1 CARHR098570.1 CARHR225600.1 CARHR011540.1 CARHR088490.1 CARHR147870.1 CARHR167630.1 CARHR242130.1	gene-TAV2_LOCUS24714 gene-TAV2_LOCUS1751 gene-TAV2_LOCUS7622 gene-TAV2_LOCUS17001 gene-TAV2_LOCUS19214 gene-TAV2_LOCUS12912 gene-TAV2_LOCUS1750
OG_148	Carub.0008s2466.1.p	AT5G63890.2	Aa31LG1G12300	CARHR277790.1	gene-TAV2_LOCUS6336 gene-TAV2_LOCUS6072
OG_149	Carub.0005s0048.1.p	AT2G01510.1	Aa31LG2G8400	CARHR144070.1	gene-TAV2_LOCUS25522 gene-TAV2_LOCUS5889
OG_150	Carub.0006s1977.1.p	AT5G22130.2	Aa31LG1G13300	CARHR191400.1	
OG_151	Carub.0006s3098.1.p	AT4G11890.3	Aa31LG9G10560	CARHR254410.1	
OG_152	Carub.0004s1858.1.p	AT2G36730.1	Aa31LG5G21950	CARHR131090.1	gene-TAV2_LOCUS13558
OG_153	Carub.0004s1882.1.p	AT2G36980.1	Aa31LG5G22220	CARHR131450.1	gene-TAV2_LOCUS12484
OG_154	Carub.0005s1675.1.p	AT3G50420.1	Aa31LG4G18650	CARHR159930.1	gene-TAV2_LOCUS8432
OG_155	Carub.0006s2594.1.p	AT5G28680.1 AT3G04690.1	Aa31LG11G8610	CARHR185290.1 CARHR078920.1	
OG_156	Carub.0005s2426.1.p	AT3G57420.1		CARHR167370.1 CARHR167620.1	
OG_157	Carub.0007s3734.1.p	AT5G38560.1	Aa31LG9G17010	CARHR213940.1	
OG_158	Carub.0005s1221.1.p Carub.0005s1222.1.p	AT3G46350.1 AT3G46400.1 AT3G46420.1 AT3G46370.2 AT3G46410.1 AT3G46355.1	Aa31LG4G15420 Aa31LG4G15450	CARHR154820.1 CARHR154840.1 CARHR154790.1 CARHR154800.1 CARHR219840.1	gene-TAV2_LOCUS17068
OG_159	Carub.0005s1218.1.p	AT3G46330.1 AT3G45920.1		CARHR154780.1 CARHR154810.1	gene-TAV2_LOCUS17069
OG_160	Carub.0002s0444.1.p Carub.0002s0543.1.p Carub.0002s0445.1.p Carub.0002s0580.1.p Carub.0002s0581.1.p Carub.0002s0653.1.p Carub.0002s0668.1.p Carub.0002s0654.1.p	AT1G53325.1 AT5G37040.1 AT1G59630.1 AT1G58090.1	Aa31LG9G1820	CARHR054310.1	
OG_161	Carub.0002s0734.1.p	AT1G56570.2	Aa31LG2G11390	CARHR054950.1	gene-TAV2_LOCUS7347
OG_162	Carub.0006s3447.1.p Carub.0001s1812.1.p Carub.0001s1811.1.p Carub.0006s2325.1.p	AT1G18490.1 AT4G02655.2 AT1G18486.1	Aa31LG11G4830 Aa31LG7G3180	CARHR019110.1	gene-TAV2_LOCUS3466
OG_163	Carub.0002s1748.1.p	AT1G70740.1	Aa31LG4G10250	CARHR064000.1	gene-TAV2_LOCUS17231
OG_164	Carub.0006s1353.1.p	AT5G15340.1	Aa31LG11G14190	CARHR197950.1	
OG_165	Carub.0008s2611.1.p	AT5G65240.2	Aa31LG1G16720	CARHR279180.1 CARHR279190.1	gene-TAV2_LOCUS7784
OG_166	Carub.0008s2250.1.p	AT5G61810.1	Aa31LG11G1680	CARHR275570.1	gene-TAV2_LOCUS5507
OG_167	Carub.0001s0687.1.p Carub.0001s0688.1.p	AT2G14440.1 AT2G14510.2	Aa31sc13G10 Aa31sc883G30 Aa31LG1G6950	CARHR007320.1 CARHR007330.1 CARHR196840.1	gene-TAV2_LOCUS456 gene-TAV2_LOCUS23291
OG_168	Carub.0002s2446.1.p	AT1G77570.1		CARHR089970.1	gene-TAV2_LOCUS23186 gene-TAV2_LOCUS25458
OG_169	Carub.0006s3600.1.p	AT4G00960.1 AT4G00970.1	Aa31LG2G16240	CARHR106160.1	
OG_170	Carub.0001s2883.1.p	AT1G30570.1	Aa31LG6G11810	CARHR030020.1	
OG_171	Carub.0001s4081.1.p	AT1G51910.1	Aa31LG10G2910 Aa31LG10G2890	CARHR042040.1 CARHR042030.1	gene-TAV2_LOCUS2997
OG_172	Carub.0003s0658.1.p	AT3G07070.1	Aa31LG5G17630	CARHR081660.1	gene-TAV2_LOCUS9815
OG_173	Carub.0006s3690.1.p	AT4G00340.1	Aa31LG5G610	CARHR248430.1	gene-TAV2_LOCUS19254
OG_174	Carub.0004s0012.1.p	AT2G21090.1	Aa31LG7G15590	CARHR111930.1	
OG_175	Carub.0001s3245.1.p Carub.0006s3639.1.p	AT1G34300.1 AT4G01330.2	Aa31LG6G8390 Aa31LG9G14950	CARHR033770.1 CARHR248990.1	gene-TAV2_LOCUS22368
OG_176	Carub.0008s2031.1.p	AT5G59670.2 AT5G59660.3 AT5G59616.1		CARHR273220.1 CARHR273210.1 CARHR273140.1 CARHR273160.1 CARHR273170.1 CARHR273200.1	gene-TAV2_LOCUS20700 gene-TAV2_LOCUS20707 gene-TAV2_LOCUS20702
OG_177	Carub.0006s1508.1.p	AT5G16860.1	Aa31LG11G12730	CARHR196300.1	gene-TAV2_LOCUS12945
OG_178	Carub.0003s2144.1.p	AT3G21410.1		CARHR238210.1 CARHR097380.1	
OG_179	Carub.0003s2358.1.p	AT3G23330.1	Aa31LG6G1210	CARHR099300.1	gene-TAV2_LOCUS10243
OG_180	Carub.0001s2449.1.p	AT1G26550.1	Aa31LG7G8540	CARHR025420.1	gene-TAV2_LOCUS118 gene-TAV2_LOCUS3104
OG_181	Carub.0003s2138.1.p	AT3G21350.2	Aa31LG8G8050	CARHR097270.1	gene-TAV2_LOCUS8794
OG_182	Carub.0001s1261.1.p Carub.0001s1317.1.p Carub.0001s1264.1.p Carub.0001s1263.1.p	AT1G13200.1 AT1G12870.1 AT1G12855.1		CARHR013200.1 CARHR013580.1	gene-TAV2_LOCUS2142
OG_183	Carub.0001s1098.1.p	AT1G11360.4	Aa31LG1G3340	CARHR011600.1	
OG_184	Carub.0001s1091.1.p	AT1G11300.1 AT1G11303.1	Aa31LG1G3460	CARHR011550.1	gene-TAV2_LOCUS3210 gene-TAV2_LOCUS3213 gene-TAV2_LOCUS3212
OG_185	Carub.0003s1078.1.p	AT3G11460.1	Aa31LG3G4800		
OG_186	Carub.0003s1634.1.p	AT3G16610.1	Aa31LG8G3740	CARHR091870.1	
OG_187	Carub.0001s1009.1.p	AT1G10620.1	Aa31LG1G4280	CARHR010790.1	
OG_188	Carub.0001s3154.1.p	AT1G33350.1	Aa31LG6G7870	CARHR032750.1	
OG_189	Carub.0003s1724.1.p Carub.0004s0386.1.p Carub.0004s0385.1.p Carub.0003s1727.1.p	AT2G24510.1 AT3G17265.1 AT3G17270.1 AT3G17280.1 AT3G24700.2 AT3G17540.1 AT3G17530.1 AT3G17570.1		CARHR092570.1 CARHR092580.1 CARHR101190.1 CARHR092860.1	gene-TAV2_LOCUS3914
OG_190	Carub.0006s2173.1.p	AT5G24010.1		CARHR189550.1	
OG_191	Carub.0006s3221.1.p Carub.0003s2069.1.p	AT4G04370.1 AT3G20730.1	Aa31LG9G9840	CARHR253080.1 CARHR096550.1	gene-TAV2_LOCUS22069 gene-TAV2_LOCUS10920
OG_192	Carub.0005s0137.1.p Carub.0001s1086.1.p Carub.0001s1187.1.p Carub.0001s1186.1.p Carub.0004s1856.1.p Carub.0003s3128.1.p Carub.0003s1632.1.p Carub.0003s3132.1.p Carub.0004s2469.1.p Carub.0004s1987.1.p Carub.0003s3133.1.p Carub.0003s1746.1.p Carub.0004s1988.1.p	AT1G12190.1 AT1G12170.1 AT2G07120.1 AT3G16555.1 AT3G44130.1 AT3G51171.1 AT3G17710.1 AT3G18340.1 AT2G17310.1		CARHR293570.1 CARHR293580.1 CARHR107430.1 CARHR091750.1 CARHR106550.1 CARHR107420.1 CARHR054300.1 CARHR107440.1 CARHR091820.1	gene-TAV2_LOCUS11449 gene-TAV2_LOCUS11448 gene-TAV2_LOCUS10297 gene-TAV2_LOCUS11447 gene-TAV2_LOCUS7445 gene-TAV2_LOCUS10657
OG_193	Carub.0006s3220.1.p	AT4G04360.1		CARHR253070.1	gene-TAV2_LOCUS21816
OG_194	Carub.0003s1440.1.p	AT3G14730.1	Aa31LG8G1950	CARHR089670.1	
OG_195	Carub.0007s0221.1.p	AT4G38010.1	Aa31LG6G14940	CARHR246410.1	gene-TAV2_LOCUS25456
OG_196	Carub.0006s2174.1.p	AT5G24020.1		CARHR189560.1	gene-TAV2_LOCUS7079
OG_197	Carub.0001s3222.1.p	AT1G34150.1		CARHR033660.1 CARHR033670.1	
OG_198	Carub.0001s2233.1.p Carub.0002s1835.1.p	AT1G22830.1 AT1G71490.1	Aa31LG7G6820 Aa31LG4G9100	CARHR023180.1 CARHR291190.1	
OG_199	Carub.0003s2111.1.p Carub.0003s2516.1.p Carub.0006s2876.1.p Carub.0003s2112.1.p Carub.0003s2581.1.p Carub.0007s3081.1.p Carub.0006s2875.1.p Carub.0006s2877.1.p Carub.0006s2878.1.p Carub.0003s2103.1.p	AT4G10190.1 AT3G23260.1 AT3G21170.1 AT3G21130.1 AT3G21120.1	Aa31LG3G8160	CARHR096970.1 CARHR108190.1 CARHR096980.1 CARHR096990.1 CARHR099220.1 CARHR108200.1 CARHR096960.1 CARHR097030.1 CARHR150060.1	gene-TAV2_LOCUS11481
OG_200	Carub.0003s2118.1.p	AT3G21215.1	Aa31LG8G7910	CARHR097110.1	gene-TAV2_LOCUS8794
OG_201	Carub.0007s3678.1.p		Aa31LG9G10530 Aa31LG9G17260 Aa31LG6G4650	CARHR263270.1 CARHR263300.1 CARHR263340.1 CARHR174950.1 CARHR263260.1 CARHR263310.1 CARHR263320.1	gene-TAV2_LOCUS22927 gene-TAV2_LOCUS22928 gene-TAV2_LOCUS22634
OG_202	Carub.0003s2471.1.p	AT3G24540.1		CARHR100480.1 CARHR100490.1 CARHR100680.1 CARHR100690.1	gene-TAV2_LOCUS11636 gene-TAV2_LOCUS10420 gene-TAV2_LOCUS11637
OG_203	Carub.0006s2180.1.p	AT5G24080.2	Aa31LG11G3350	CARHR189510.1	gene-TAV2_LOCUS5078
OG_204	Carub.0008s2032.1.p	AT5G59680.1		CARHR273240.1 CARHR273230.1 CARHR273250.1	
OG_205	Carub.0002s0375.1.p Carub.0002s0367.1.p Carub.0002s0372.1.p Carub.0002s0373.1.p Carub.0002s0374.1.p Carub.0002s0378.1.p Carub.0002s0379.1.p	AT1G61440.2 AT1G61550.1 AT1G61420.2 AT1G61490.4 AT1G61430.1 AT1G61400.2 AT1G61480.1 AT1G61500.3 AT1G61460.1 AT1G61390.1	Aa31LG1G3480 Aa31LG2G9310 Aa31LG1G3470	CARHR050950.1 CARHR050960.1 CARHR050970.1 CARHR050990.1 CARHR051100.1 CARHR055150.1 CARHR050860.1 CARHR050980.1 CARHR051120.1 CARHR051090.1 CARHR050940.1 CARHR051060.1 CARHR051110.1 CARHR051140.1	gene-TAV2_LOCUS6070 gene-TAV2_LOCUS6078 gene-TAV2_LOCUS6069 gene-TAV2_LOCUS6074 gene-TAV2_LOCUS8078 gene-TAV2_LOCUS6336 gene-TAV2_LOCUS6072 gene-TAV2_LOCUS8079 gene-TAV2_LOCUS6077
OG_206	Carub.0008s1100.1.p Carub.0005s2953.1.p	AT3G62890.1 AT5G50990.1	Aa31LG3G7460 Aa31LG10G16500	CARHR257210.1	
OG_207	Carub.0005s2616.1.p	AT3G59420.1	Aa31LG1G25120 Aa31LG10G13780	CARHR169820.1	
OG_208	Carub.0008s0429.1.p	AT5G44230.1	Aa31sc55G150	CARHR179010.1	
OG_209	Carub.0001s2985.1.p Carub.0004s0157.1.p	AT2G22410.1 AT1G31430.2	Aa31LG10G3480	CARHR041310.1 CARHR030950.1	
OG_210	Carub.0005s1219.1.p	AT3G46340.1		CARHR154830.1	gene-TAV2_LOCUS17067
OG_211	Carub.0006s3228.1.p	AT4G04490.1		CARHR253020.1 CARHR253000.1	
OG_212	Carub.0006s3433.1.p	AT4G02750.1	Aa31LG10G5180	CARHR251090.1	
OG_213	Carub.0005s0463.1.p	AT3G26630.1	Aa31LG2G5910	CARHR147660.1	
OG_214		AT1G18485.1	Aa31LG7G3160	CARHR019090.1	
OG_215	Carub.0001s1125.1.p	AT1G11608.1 AT1G31510.1		CARHR011920.1	
OG_216	Carub.0006s0901.1.p Carub.0002s0648.1.p Carub.0008s2647.1.p Carub.0008s2645.1.p Carub.0008s2648.1.p Carub.0008s2646.1.p	AT5G10530.1 AT5G65600.1 AT5G65613.1	Aa31LG3G16530	CARHR279560.1 CARHR267030.1	gene-TAV2_LOCUS4910 gene-TAV2_LOCUS4900 gene-TAV2_LOCUS4901 gene-TAV2_LOCUS4902 gene-TAV2_LOCUS4907 gene-TAV2_LOCUS4904 gene-TAV2_LOCUS4959 gene-TAV2_LOCUS4905 gene-TAV2_LOCUS4909 gene-TAV2_LOCUS18866
OG_217	Carub.0002s1386.1.p Carub.0003s1576.1.p	AT1G67520.6 AT3G16030.6		CARHR091190.1 CARHR179370.1 CARHR179310.1 CARHR179300.1 CARHR179360.1	gene-TAV2_LOCUS9552
OG_218	Carub.0006s3230.1.p	AT4G04510.2	Aa31sc56G10 Aa31LG6G4020	CARHR252980.1 CARHR263910.1 CARHR252990.1 CARHR263890.1 CARHR250370.1	
OG_219	Carub.0006s3229.1.p	AT4G04500.1		CARHR250360.1	gene-TAV2_LOCUS18772
OG_220	Carub.0006s3231.1.p Carub.0006s3233.1.p Carub.0006s3232.1.p	AT4G04540.1 AT4G04570.1		CARHR252960.1 CARHR263870.1 CARHR263920.1 CARHR253010.1	gene-TAV2_LOCUS18777
OG_221	Carub.0006s1061.1.p	AT5G12100.1	Aa31LG3G15130	CARHR201020.1	
OG_222	Carub.0006s1140.1.p	AT5G13230.1	Aa31LG3G14430	CARHR200220.1	
OG_223		AT5G39350.1	Aa31LG9G16650	CARHR263040.1	
OG_224	Carub.0005s1304.1.p	AT3G46790.1	Aa31LG4G15730	CARHR154870.1	
OG_225	Carub.0007s3119.1.p	AT5G35370.1	Aa31LG6G9150	CARHR217390.1	
OG_226	Carub.0006s1673.1.p	AT5G18470.1	Aa31LG11G11140	CARHR194550.1	
OG_227	Carub.0001s2796.1.p Carub.0001s2795.1.p	AT1G29720.1			gene-TAV2_LOCUS2936 gene-TAV2_LOCUS2935 gene-TAV2_LOCUS2932 gene-TAV2_LOCUS2934
OG_228	Carub.0001s1529.1.p	AT1G15510.1	Aa31LG7G230	CARHR016080.1	
OG_229	Carub.0007s2450.1.p	AT4G16835.1	Aa31LG2G13030	CARHR223460.1	
OG_230	Carub.0005s0303.1.p	AT2G03880.1 AT1G64584.1	Aa31LG2G1580	CARHR046350.1 CARHR146270.1	
OG_231	Carub.0008s1275.1.p	AT5G52630.1	Aa31LG3G8950	CARHR265620.1	
OG_232	Carub.0001s1096.1.p	AT1G11340.1		CARHR011590.1	
OG_233	Carub.0001s2792.1.p Carub.0001s2794.1.p			CARHR029080.1 CARHR029070.1	gene-TAV2_LOCUS2933
OG_234	Carub.0001s3938.1.p	AT1G50270.1			
OG_235	Carub.0005s2512.1.p	AT3G58310.1			
OG_236	Carub.0005s2782.1.p	AT3G61170.1		CARHR171460.1	
OG_237	Carub.0007s2449.1.p	AT4G16840.1		CARHR223470.1	
OG_238		AT1G61360.1		CARHR051230.1	
