group_id	Aar.fa	Ath.fa	Chi.fa	Cru.fa	Tar.fa
3028	Aa31LG1G5120	AT1G09815.1	CARHR009820.1	Carub.0001s0919.1.p	gene-TAV2_LOCUS2930
3029	Aa31LG1G5140	AT1G09810.1	CARHR009800.1	Carub.0001s0917.1.p	gene-TAV2_LOCUS2924
3030	Aa31LG1G5170	AT1G09795.1	CARHR009780.1	Carub.0001s0915.1.p	gene-TAV2_LOCUS2926
3031	Aa31LG1G5190	AT1G09790.1	CARHR009760.1	Carub.0001s0913.1.p	gene-TAV2_LOCUS1356
3032	Aa31LG1G5220	AT1G09770.1	CARHR009740.1	Carub.0001s0911.1.p	gene-TAV2_LOCUS1364
3033	Aa31LG1G5230	AT1G09760.1	CARHR009720.1	Carub.0001s0910.1.p	gene-TAV2_LOCUS1365
3034	Aa31LG1G5240	AT1G09750.1	CARHR009730.1	Carub.0001s0909.1.p	gene-TAV2_LOCUS1362
3035	Aa31LG1G5250	AT1G09740.1	CARHR009710.1	Carub.0001s0908.1.p	gene-TAV2_LOCUS1363
3036	Aa31LG1G5260	AT1G09730.1	CARHR009700.1	Carub.0001s0907.1.p	gene-TAV2_LOCUS1361
3037	Aa31LG1G5270	AT1G09720.1	CARHR009690.1	Carub.0001s0906.1.p	gene-TAV2_LOCUS1358
3038	Aa31LG1G5280	AT1G09710.2	CARHR009680.1	Carub.0001s0905.1.p	gene-TAV2_LOCUS1359
3039	Aa31LG1G5290	AT1G09700.1	CARHR009670.1	Carub.0001s0904.1.p	gene-TAV2_LOCUS4029
3040	Aa31LG1G5330	AT1G09680.1	CARHR009650.1	Carub.0001s0902.1.p	gene-TAV2_LOCUS4023
3041	Aa31LG1G5340	AT1G09645.1	CARHR009620.1	Carub.0001s0900.1.p	gene-TAV2_LOCUS4022
3042	Aa31LG1G5350	AT1G09640.1	CARHR009610.1	Carub.0001s0899.1.p	gene-TAV2_LOCUS4021
3043	Aa31LG1G5370	AT1G09630.1	CARHR009600.1	Carub.0001s0898.1.p	gene-TAV2_LOCUS4027
3044	Aa31LG1G5390	AT1G09610.1	CARHR009590.1	Carub.0001s0896.1.p	gene-TAV2_LOCUS4026
3045	Aa31LG1G5400	AT1G09600.1	CARHR009580.1	Carub.0001s0895.1.p	gene-TAV2_LOCUS4025
3046	Aa31LG1G5440	AT1G09580.1	CARHR009560.1	Carub.0001s0893.1.p	gene-TAV2_LOCUS2465
3047	Aa31LG1G5450	AT1G09575.1	CARHR009550.1	Carub.0001s0892.1.p	gene-TAV2_LOCUS2466
3048	Aa31LG1G5460	AT1G09570.3	CARHR009540.1	Carub.0001s0891.1.p	gene-TAV2_LOCUS2461
3049	Aa31LG1G5520	AT1G09540.1	CARHR009510.1	Carub.0001s0888.1.p	gene-TAV2_LOCUS2457
3050	Aa31LG1G5530	AT1G09530.3	CARHR009500.1	Carub.0001s0887.1.p	gene-TAV2_LOCUS2458
3051	Aa31LG1G5560	AT1G09520.1	CARHR009490.1	Carub.0001s0886.1.p	gene-TAV2_LOCUS2459
3052	Aa31LG1G5630	AT1G09470.1	CARHR009430.1	Carub.0001s0882.1.p	gene-TAV2_LOCUS3643
3053	Aa31LG1G5640	AT1G09460.1	CARHR009440.1	Carub.0001s0881.1.p	gene-TAV2_LOCUS1603
3054	Aa31LG1G5650	AT1G09450.1	CARHR009420.1	Carub.0001s0880.1.p	gene-TAV2_LOCUS1605
3055	Aa31LG1G5660	AT1G09440.2	CARHR009410.1	Carub.0001s0879.1.p	gene-TAV2_LOCUS2630
3056	Aa31LG1G5670	AT1G09430.1	CARHR009400.1	Carub.0001s0877.1.p	gene-TAV2_LOCUS1601
3057	Aa31LG1G5680	AT1G09420.2	CARHR009380.1	Carub.0001s0876.1.p	gene-TAV2_LOCUS1599
3058	Aa31LG1G5690	AT1G09390.1	CARHR009350.1	Carub.0001s0873.1.p	gene-TAV2_LOCUS1600
3059	Aa31LG1G5700	AT1G09380.1	CARHR009340.1	Carub.0001s0872.1.p	gene-TAV2_LOCUS1597
3060	Aa31LG1G5780	AT1G09340.2	CARHR009310.1	Carub.0001s0868.1.p	gene-TAV2_LOCUS1045
3061	Aa31LG1G5790	AT1G09330.1	CARHR009300.1	Carub.0001s0867.1.p	gene-TAV2_LOCUS1044
3062	Aa31LG1G5800	AT1G09320.1	CARHR009280.1	Carub.0001s0866.1.p	gene-TAV2_LOCUS1047
3063	Aa31LG1G5830	AT1G09300.1	CARHR009270.1	Carub.0001s0864.1.p	gene-TAV2_LOCUS1041
3064	Aa31LG1G5840	AT1G09290.1	CARHR009260.1	Carub.0001s0863.1.p	gene-TAV2_LOCUS1040
3065	Aa31LG1G5850	AT1G09280.1	CARHR009250.1	Carub.0001s0862.1.p	gene-TAV2_LOCUS1043
3066	Aa31LG1G5860	AT1G09270.1	CARHR009240.1	Carub.0001s0861.1.p	gene-TAV2_LOCUS1042
3067	Aa31LG1G5960	AT1G56420.1	CARHR055230.1	Carub.0002s0773.1.p	gene-TAV2_LOCUS6539
3068	Aa31LG1G6090	AT1G09195.8	CARHR009150.1	Carub.0001s0852.1.p	gene-TAV2_LOCUS2741
3069	Aa31LG1G6110	AT1G09170.5	CARHR009100.1	Carub.0001s0848.1.p	gene-TAV2_LOCUS2742
3070	Aa31LG1G6120	AT1G09160.1	CARHR009090.1	Carub.0001s0847.1.p	gene-TAV2_LOCUS2743
3071	Aa31LG1G6220	AT1G08315.1	CARHR008200.1	Carub.0001s0767.1.p	gene-TAV2_LOCUS3145
3072	Aa31LG1G6350	AT1G07110.1	CARHR006800.1	Carub.0001s0639.1.p	gene-TAV2_LOCUS904
3073	Aa31LG1G6360	AT1G07120.1	CARHR006810.1	Carub.0001s0640.1.p	gene-TAV2_LOCUS903
3074	Aa31LG1G6450	AT1G07210.1	CARHR006930.1	Carub.0001s0651.1.p	gene-TAV2_LOCUS3537
3075	Aa31LG1G6460	AT1G07220.1	CARHR006940.1	Carub.0001s0652.1.p	gene-TAV2_LOCUS3540
3076	Aa31LG1G6470	AT1G07230.1	CARHR006950.1	Carub.0001s0653.1.p	gene-TAV2_LOCUS3539
3077	Aa31LG1G6480	AT1G08390.1	CARHR008260.1	Carub.0001s0774.1.p	gene-TAV2_LOCUS571
3078	Aa31LG1G6530	AT1G07260.1	CARHR006980.1	Carub.0001s0656.1.p	gene-TAV2_LOCUS4010
3079	Aa31LG1G6550	AT1G07290.1	CARHR007010.1	Carub.0001s0659.1.p	gene-TAV2_LOCUS4005
3080	Aa31LG1G6570	AT1G07310.1	CARHR007040.1	Carub.0001s0661.1.p	gene-TAV2_LOCUS4008
3081	Aa31LG1G6580	AT1G07320.1	CARHR007030.1	Carub.0001s0662.1.p	gene-TAV2_LOCUS4003
3082	Aa31LG1G6660	AT1G07350.1	CARHR007060.1	Carub.0001s0665.1.p	gene-TAV2_LOCUS2452
3083	Aa31LG1G6680	AT1G07380.2	CARHR007090.1	Carub.0001s0668.1.p	gene-TAV2_LOCUS2456
3084	Aa31LG1G6690	AT1G07410.1	CARHR007150.1	Carub.0001s0672.1.p	gene-TAV2_LOCUS2453
3085	Aa31LG1G6730	AT1G07430.1	CARHR007170.1	Carub.0001s0674.1.p	gene-TAV2_LOCUS2448
3086	Aa31LG1G6980	AT1G07530.1	CARHR007300.1	Carub.0001s0685.1.p	gene-TAV2_LOCUS2964
3087	Aa31LG1G6990	AT1G07520.3	CARHR007290.1	Carub.0001s0684.1.p	gene-TAV2_LOCUS2965
3088	Aa31LG1G7110	AT1G06110.1	CARHR005620.1	Carub.0001s0544.1.p	gene-TAV2_LOCUS1292
3089	Aa31LG1G7120	AT1G06143.1	CARHR239330.1	Carub.0001s0549.1.p	gene-TAV2_LOCUS1296
3090	Aa31LG1G7160	AT1G06140.1	CARHR005670.1	Carub.0001s0548.1.p	gene-TAV2_LOCUS1295
3091	Aa31LG1G7170	AT1G06160.1	CARHR005690.1	Carub.0001s0552.1.p	gene-TAV2_LOCUS1293
3092	Aa31LG1G7190	AT1G06170.2	CARHR005700.1	Carub.0001s0553.1.p	gene-TAV2_LOCUS1294
3093	Aa31LG1G7210	AT1G06190.5	CARHR005720.1	Carub.0001s0555.1.p	gene-TAV2_LOCUS1288
3094	Aa31LG1G7220	AT1G06210.1	CARHR005740.1	Carub.0001s0557.1.p	gene-TAV2_LOCUS2732
3095	Aa31LG1G7250	AT1G06230.2	CARHR005770.1	Carub.0001s0559.1.p	gene-TAV2_LOCUS2730
3096	Aa31LG1G7260	AT1G06240.1	CARHR005780.1	Carub.0001s0560.1.p	gene-TAV2_LOCUS2729
3097	Aa31LG1G7290	AT1G06270.1	CARHR005830.1	Carub.0001s0564.1.p	gene-TAV2_LOCUS2735
3098	Aa31LG1G7300	AT1G06280.1	CARHR005860.1	Carub.0001s0565.1.p	gene-TAV2_LOCUS2734
3099	Aa31LG1G7310	AT1G06290.1	CARHR005870.1	Carub.0001s0566.1.p	gene-TAV2_LOCUS175
3100	Aa31LG1G7320	AT1G06320.1	CARHR005880.1	Carub.0001s0568.1.p	gene-TAV2_LOCUS176
3101	Aa31LG1G7330	AT1G06330.1	CARHR005890.1	Carub.0001s0569.1.p	gene-TAV2_LOCUS177
3102	Aa31LG1G7350	AT4G33100.1	CARHR241130.1	Carub.0007s0735.1.p	gene-TAV2_LOCUS24359
3103	Aa31LG1G7380	AT2G31040.1	CARHR124570.1	Carub.0004s1225.1.p	gene-TAV2_LOCUS12919
3104	Aa31LG1G7390	AT1G06350.1,AT1G06360.2	CARHR005980.1	Carub.0001s0571.1.p	*
3105	Aa31LG1G7410	AT1G06380.1	CARHR005990.1	Carub.0001s0573.1.p	gene-TAV2_LOCUS180
3106	Aa31LG1G7450	AT1G06410.3	CARHR006020.1	Carub.0001s0576.1.p	gene-TAV2_LOCUS173
3107	Aa31LG1G7460	AT1G06440.1	CARHR006050.1	Carub.0001s0580.1.p	gene-TAV2_LOCUS55
3108	Aa31LG1G7510	AT1G06460.1	CARHR006070.1	Carub.0001s0582.1.p	gene-TAV2_LOCUS57
3109	Aa31LG1G7530	AT1G06470.2	CARHR006080.1	Carub.0001s0583.1.p	gene-TAV2_LOCUS51
3110	Aa31LG1G7540	AT1G06475.1	CARHR006090.1	Carub.0001s0584.1.p	gene-TAV2_LOCUS52
3111	Aa31LG1G7550	AT1G06490.1	CARHR006100.1	Carub.0001s0585.1.p	gene-TAV2_LOCUS53
3112	Aa31LG1G7580	AT1G06500.3	CARHR006110.1	Carub.0001s0586.1.p	gene-TAV2_LOCUS58
3113	Aa31LG1G7610	AT1G06510.1	CARHR006130.1	Carub.0001s0588.1.p	gene-TAV2_LOCUS2611
3114	Aa31LG1G7620	AT1G06520.1	CARHR006140.1	Carub.0001s0589.1.p	gene-TAV2_LOCUS2610
3115	Aa31LG1G7660	AT1G06560.1	CARHR006170.1	Carub.0001s0593.1.p	gene-TAV2_LOCUS2612
3116	Aa31LG1G7690	AT1G06620.1	CARHR006210.1	Carub.0001s0596.1.p	gene-TAV2_LOCUS2615
3117	Aa31LG1G7730	AT1G06690.1	CARHR006370.1	Carub.0001s0602.1.p	gene-TAV2_LOCUS3016
3118	Aa31LG1G7750	AT1G06710.2	CARHR006390.1	Carub.0001s0604.1.p	gene-TAV2_LOCUS3021
3119	Aa31LG1G7760	AT1G06720.2	CARHR006400.1	Carub.0001s0605.1.p	gene-TAV2_LOCUS3022
3120	Aa31LG1G7780	AT1G06730.1	CARHR006420.1	Carub.0001s0606.1.p	gene-TAV2_LOCUS3019
3121	Aa31LG1G7810	AT1G06750.2	CARHR006430.1	Carub.0001s0607.1.p	gene-TAV2_LOCUS3020
3122	Aa31LG1G7840	AT1G06780.2	CARHR006470.1	Carub.0001s0610.1.p	gene-TAV2_LOCUS1489
3123	Aa31LG1G7850	AT1G06820.1	CARHR006510.1	Carub.0001s0613.1.p	gene-TAV2_LOCUS1493
3124	Aa31LG1G7920	AT1G06550.1	CARHR006160.1	Carub.0001s0592.1.p	gene-TAV2_LOCUS2613
3125	Aa31LG1G7930	AT5G50890.1	CARHR257370.1	Carub.0008s1089.1.p	gene-TAV2_LOCUS20633
3126	Aa31LG1G7940	AT1G06850.1	CARHR006540.1	Carub.0001s0616.1.p	gene-TAV2_LOCUS1487
3127	Aa31LG1G7950	AT1G06870.1	CARHR006550.1	Carub.0001s0617.1.p	gene-TAV2_LOCUS1950
3128	Aa31LG1G7960	AT1G06890.1	CARHR006560.1	Carub.0001s0618.1.p	gene-TAV2_LOCUS1951
3129	Aa31LG1G7970	AT1G06900.1	CARHR006570.1	Carub.0001s0619.1.p	gene-TAV2_LOCUS1952
3130	Aa31LG1G7980	AT1G06910.1	CARHR006580.1	Carub.0001s0620.1.p	gene-TAV2_LOCUS1953
3131	Aa31LG1G7990	AT1G06930.1	CARHR006610.1	Carub.0001s0623.1.p	gene-TAV2_LOCUS1956
3132	Aa31LG1G8000	AT1G06970.1	CARHR006640.1	Carub.0001s3621.1.p	gene-TAV2_LOCUS1958
3133	Aa31LG1G8010	AT1G06980.1	CARHR006650.1	Carub.0001s0626.1.p	gene-TAV2_LOCUS506
3134	Aa31LG1G8040	AT1G07000.1	CARHR006680.1	Carub.0001s0628.1.p	gene-TAV2_LOCUS503
3135	Aa31LG1G8060	AT1G07010.3	CARHR006700.1	Carub.0001s0630.1.p	gene-TAV2_LOCUS502
3136	Aa31LG1G8070	AT1G07020.1	CARHR006710.1	Carub.0001s0631.1.p	gene-TAV2_LOCUS501
3137	Aa31LG1G8100	AT1G07050.2	CARHR006740.1	Carub.0001s0634.1.p	gene-TAV2_LOCUS499
3138	Aa31LG1G8110	AT1G07060.2	CARHR006750.1	Carub.0001s0635.1.p	gene-TAV2_LOCUS498
3139	Aa31LG1G8130	AT1G07080.1	CARHR006780.1	Carub.0001s0637.1.p	gene-TAV2_LOCUS906
3140	Aa31LG1G8200	AT1G06060.1	CARHR005580.1	Carub.0001s0539.1.p	gene-TAV2_LOCUS3940
3141	Aa31LG1G8210	AT1G06050.1	CARHR005570.1	Carub.0001s0538.1.p	gene-TAV2_LOCUS3941
3142	Aa31LG1G8220	AT1G06040.1	CARHR005560.1	Carub.0001s0537.1.p	gene-TAV2_LOCUS3938
3143	Aa31LG1G8340	AT1G05910.1	CARHR005470.1	Carub.0001s0528.1.p	gene-TAV2_LOCUS2372
3144	Aa31LG1G8350	AT1G05950.1	CARHR005480.1	Carub.0001s0531.1.p	gene-TAV2_LOCUS2374
3145	Aa31LG1G8360	AT1G05960.2	CARHR005490.1	Carub.0001s0532.1.p	gene-TAV2_LOCUS2380
3146	Aa31LG1G8440	AT1G05894.1	CARHR005430.1	Carub.0001s0526.1.p	gene-TAV2_LOCUS2377
3147	Aa31LG1G8470	AT1G05870.1	CARHR005410.1	Carub.0001s0523.1.p	gene-TAV2_LOCUS862
3148	Aa31LG1G8490	AT1G05850.2	CARHR005390.1	Carub.0001s0521.1.p	gene-TAV2_LOCUS858
3149	Aa31LG1G8500	AT1G05840.1	CARHR005370.1	Carub.0001s0520.1.p	gene-TAV2_LOCUS859
3150	Aa31LG1G8510	AT1G05830.3	CARHR005360.1	Carub.0001s0518.1.p	gene-TAV2_LOCUS861
3151	Aa31LG1G8520	AT1G05820.1	CARHR005350.1	Carub.0001s0517.1.p	gene-TAV2_LOCUS854
3152	Aa31LG1G8530	AT2G25625.1	CARHR115660.1	Carub.0004s0541.1.p	gene-TAV2_LOCUS12250
3153	Aa31LG1G8550	AT1G05805.1	CARHR005330.1	Carub.0001s0515.1.p	gene-TAV2_LOCUS855
3154	Aa31LG1G8570	AT1G05790.3	CARHR005310.1	Carub.0001s0513.1.p	gene-TAV2_LOCUS857
3155	Aa31LG1G8590	AT1G05785.6	CARHR005300.1	Carub.0001s0512.1.p	gene-TAV2_LOCUS3339
3156	Aa31LG1G8600	AT1G05750.1	CARHR005270.1	Carub.0001s0510.1.p	gene-TAV2_LOCUS3338
3157	Aa31LG1G8620	AT1G50920.1	CARHR004090.1	Carub.0001s0396.1.p	gene-TAV2_LOCUS1137
3158	Aa31LG1G8630	AT1G05720.1	CARHR005240.1	Carub.0001s0507.1.p	gene-TAV2_LOCUS3333
3159	Aa31LG1G8640	AT1G05710.10	CARHR005230.1	Carub.0001s0506.1.p	gene-TAV2_LOCUS3332
3160	Aa31LG1G8650	AT5G19730.1	CARHR193170.1	Carub.0006s1808.1.p	gene-TAV2_LOCUS21898
3161	Aa31LG1G8660	AT5G19640.1	CARHR193270.1	Carub.0006s1799.1.p	gene-TAV2_LOCUS21900
3162	Aa31LG1G8670	AT5G19650.1	CARHR193260.1	Carub.0006s1800.1.p	gene-TAV2_LOCUS21903
3163	Aa31LG1G8680	AT5G19560.4	CARHR193340.1	Carub.0006s1791.1.p	gene-TAV2_LOCUS19271
3164	Aa31LG1G8700	AT5G19610.1	CARHR064710.1	Carub.0006s1796.1.p	gene-TAV2_LOCUS21895
3165	Aa31LG1G8710	AT5G19600.1	CARHR193300.1	Carub.0006s1795.1.p	gene-TAV2_LOCUS19273
3166	Aa31LG1G8720,Aa31LG4G9860	AT5G19590.2	CARHR193310.1	Carub.0006s1794.1.p	*
3167	Aa31LG1G8730	AT5G19580.1	CARHR193320.1	Carub.0006s1793.1.p	gene-TAV2_LOCUS19272
3168	Aa31LG1G8740	AT5G19670.1	CARHR193240.1	Carub.0006s1802.1.p	gene-TAV2_LOCUS21897
3169	Aa31LG1G8780	AT5G19690.1	CARHR193220.1	Carub.0006s1804.1.p	gene-TAV2_LOCUS21896
3170	Aa31LG1G8800	AT5G19390.2	CARHR193570.1	Carub.0006s1773.1.p	gene-TAV2_LOCUS20520
3171	Aa31LG1G8820	AT5G19400.1	CARHR193550.1	Carub.0006s1774.1.p	gene-TAV2_LOCUS20783
3172	Aa31LG1G8830	AT5G19370.1	CARHR193590.1	Carub.0006s1771.1.p	gene-TAV2_LOCUS20777
3173	Aa31LG1G8850	AT5G19485.1	CARHR193430.1	Carub.0006s1783.1.p	gene-TAV2_LOCUS19274
3174	Aa31LG1G8880	AT5G19500.1	CARHR193400.1	Carub.0006s1785.1.p	gene-TAV2_LOCUS19275
3175	Aa31LG1G8900	AT5G19530.1	CARHR193370.1	Carub.0006s1788.1.p	gene-TAV2_LOCUS19269
3176	Aa31LG1G8930	AT5G26220.1	CARHR187150.1	Carub.0006s2400.1.p	gene-TAV2_LOCUS5291
3177	Aa31LG1G8940	AT1G03730.1	CARHR003060.1	Carub.0001s0283.1.p	gene-TAV2_LOCUS2386
3178	Aa31LG1G8960	AT1G03750.1	CARHR003080.1	Carub.0001s0285.1.p	gene-TAV2_LOCUS2390
3179	Aa31LG1G8970	AT1G03760.1	CARHR003090.1	Carub.0001s0286.1.p	gene-TAV2_LOCUS1817
3180	Aa31LG1G8990	AT1G03780.3	CARHR003110.1	Carub.0001s0288.1.p	gene-TAV2_LOCUS6002
3181	Aa31LG1G9000	AT1G03790.1	CARHR003120.1	Carub.0001s0291.1.p	gene-TAV2_LOCUS1819
3182	Aa31LG1G9020	AT1G03820.1	CARHR003150.1	Carub.0001s0294.1.p	gene-TAV2_LOCUS1818
3183	Aa31LG1G9030	AT1G03830.2	CARHR003160.1	Carub.0001s0295.1.p	gene-TAV2_LOCUS1813
3184	Aa31LG1G9040	AT1G03850.1	CARHR003180.1	Carub.0001s0299.1.p	gene-TAV2_LOCUS1814
3185	Aa31LG1G9050	AT1G03840.1	CARHR003170.1	Carub.0001s0296.1.p	gene-TAV2_LOCUS1815
3186	Aa31LG1G9060	AT1G03860.3	CARHR003190.1	Carub.0001s0300.1.p	gene-TAV2_LOCUS1821
3187	Aa31LG1G9070	AT1G03890.1	CARHR003210.1	Carub.0001s0303.1.p	gene-TAV2_LOCUS3373
3188	Aa31LG1G9090	AT1G03905.1	CARHR003230.1	Carub.0001s0305.1.p	gene-TAV2_LOCUS3368
3189	Aa31LG1G9100	AT1G03910.2	CARHR003250.1	Carub.0001s0306.1.p	gene-TAV2_LOCUS3369
3190	Aa31LG1G9120	AT1G03470.1	CARHR002840.1	Carub.0001s0260.1.p	gene-TAV2_LOCUS1314
3191	Aa31LG1G9160	AT1G03430.2	CARHR002780.1	Carub.0001s0256.1.p	gene-TAV2_LOCUS1309
3192	Aa31LG1G9170	AT1G03390.1	CARHR002770.1	Carub.0001s0252.1.p	gene-TAV2_LOCUS1311
3193	Aa31LG1G9190	AT1G03380.1	CARHR002760.1	Carub.0001s0251.1.p	gene-TAV2_LOCUS3942
3194	Aa31LG1G9200	AT1G03365.2	CARHR002740.1	Carub.0001s0249.1.p	gene-TAV2_LOCUS3943
3195	Aa31LG1G9220	AT1G03310.2	CARHR002620.1	Carub.0001s0242.1.p	gene-TAV2_LOCUS3945
3196	Aa31LG1G9240	AT1G03350.1	CARHR002720.1	Carub.0001s0247.1.p	gene-TAV2_LOCUS3949
3197	Aa31LG1G9260	AT1G03280.2	CARHR002580.1	Carub.0001s0239.1.p	gene-TAV2_LOCUS985
3198	Aa31LG1G9270	AT1G03270.1	CARHR002570.1	Carub.0001s0238.1.p	gene-TAV2_LOCUS986
3199	Aa31LG1G9280	AT1G03260.1	CARHR002560.1	Carub.0001s0237.1.p	gene-TAV2_LOCUS987
3200	Aa31LG1G9290	AT1G03250.2	CARHR002550.1	Carub.0001s0236.1.p	gene-TAV2_LOCUS988
3201	Aa31LG1G9340	AT1G03190.2	CARHR002530.1	Carub.0001s0233.1.p	gene-TAV2_LOCUS991
3202	Aa31LG1G9360	AT1G03170.1	CARHR002510.1	Carub.0001s0231.1.p	gene-TAV2_LOCUS992
3203	Aa31LG1G9370	AT1G03160.1	CARHR002500.1	Carub.0001s0230.1.p	gene-TAV2_LOCUS2552
3204	Aa31LG1G9410	AT1G03110.1	CARHR002460.1	Carub.0001s0225.1.p	gene-TAV2_LOCUS2560
3205	Aa31LG1G9430	AT1G03100.1	CARHR002450.1	Carub.0001s0224.1.p	gene-TAV2_LOCUS2559
3206	Aa31LG1G9440	AT1G03090.2	CARHR002440.1	Carub.0001s0223.1.p	gene-TAV2_LOCUS2558
3207	Aa31LG1G9450	AT1G03080.1	CARHR002430.1	Carub.0001s0222.1.p	gene-TAV2_LOCUS2557
3208	Aa31LG1G9460	AT1G03070.3	CARHR002420.1	Carub.0001s0221.1.p	gene-TAV2_LOCUS2556
3209	Aa31LG1G9470	AT1G03060.1	CARHR002410.1	Carub.0001s0220.1.p	gene-TAV2_LOCUS2555
3210	Aa31LG1G9480	AT1G03055.1	CARHR002400.1	Carub.0001s0219.1.p	gene-TAV2_LOCUS2554
3211	Aa31LG1G9490	AT1G03050.1	CARHR002390.1	Carub.0001s0218.1.p	gene-TAV2_LOCUS2553
3212	Aa31LG1G9510	AT1G03030.1	CARHR002370.1	Carub.0001s0216.1.p	gene-TAV2_LOCUS2176
3213	Aa31LG1G9540	AT1G03020.1	CARHR002360.1	Carub.0001s0215.1.p	gene-TAV2_LOCUS2177
3214	Aa31LG1G9550	AT1G03010.1	CARHR002350.1	Carub.0001s0214.1.p	gene-TAV2_LOCUS2174
3215	Aa31LG1G9580	AT1G03000.1	CARHR002330.1	Carub.0001s0213.1.p	gene-TAV2_LOCUS2175
3216	Aa31LG1G9590	AT1G02990.4	CARHR002320.1	Carub.0001s0212.1.p	gene-TAV2_LOCUS3771
3217	Aa31LG1G9600	AT1G02970.1	CARHR002300.1	Carub.0001s0210.1.p	gene-TAV2_LOCUS3777
3218	Aa31LG1G9610	AT1G02960.2	CARHR002290.1	Carub.0001s0209.1.p	gene-TAV2_LOCUS3776
3219	Aa31LG1G9650	AT1G02910.1	CARHR002260.1	Carub.0001s0204.1.p	gene-TAV2_LOCUS2138
3220	Aa31LG1G9700	AT5G23540.1	CARHR190000.1	Carub.0006s2132.1.p	gene-TAV2_LOCUS6823
3221	Aa31LG1G9720	AT1G02870.1	CARHR002210.1	Carub.0001s0199.1.p	gene-TAV2_LOCUS3775
3222	Aa31LG1G9730	AT1G02860.1	CARHR002200.1	Carub.0001s0198.1.p	gene-TAV2_LOCUS3774
3223	Aa31LG1G9770	AT1G02816.1	CARHR002130.1	Carub.0001s0192.1.p	gene-TAV2_LOCUS3294
3224	Aa31LG1G9780	AT1G02810.1	CARHR002110.1	Carub.0001s0190.1.p	gene-TAV2_LOCUS3295
3225	Aa31LG1G9860	AT1G02700.1	CARHR002000.1	Carub.0001s0178.1.p	gene-TAV2_LOCUS657
3226	Aa31LG1G9880	AT5G61710.1	CARHR001980.1	Carub.0001s0175.1.p	gene-TAV2_LOCUS654
3227	Aa31LG1G9890	AT1G02680.1	CARHR001960.1	Carub.0001s0173.1.p	gene-TAV2_LOCUS660
3228	Aa31LG1G9900	AT1G02660.1	CARHR001940.1	Carub.0001s0171.1.p	gene-TAV2_LOCUS659
3229	Aa31LG1G9910	AT1G02640.1	CARHR001930.1	Carub.0001s0169.1.p	gene-TAV2_LOCUS658
3230	Aa31LG1G9940	AT1G02580.1	CARHR001890.1	Carub.0001s0164.1.p	gene-TAV2_LOCUS156
3231	Aa31LG1G9970	AT1G02560.1	CARHR001870.1	Carub.0001s0162.1.p	gene-TAV2_LOCUS160
3232	Aa31LG1G9980	AT1G02550.1	CARHR001860.1	Carub.0001s0161.1.p	gene-TAV2_LOCUS161
3233	Aa31LG1G9990	AT1G02370.1	CARHR001690.1	Carub.0001s0142.1.p	gene-TAV2_LOCUS7540
3234	Aa31LG1G10030	AT1G02400.1	CARHR001720.1	Carub.0001s0147.1.p	gene-TAV2_LOCUS3126
3235	Aa31LG1G10050	AT1G02410.2	CARHR001740.1	Carub.0001s0149.1.p	gene-TAV2_LOCUS1166
3236	Aa31LG1G10060	AT1G02420.1	CARHR001750.1	Carub.0001s0150.1.p	gene-TAV2_LOCUS1642
3237	Aa31LG1G10090	AT1G02460.1	CARHR001780.1	Carub.0001s0153.1.p	gene-TAV2_LOCUS1640
3238	Aa31LG1G10100	AT1G02470.1	CARHR001790.1	Carub.0001s0154.1.p	gene-TAV2_LOCUS1641
3239	Aa31LG1G10110	AT1G02475.1	CARHR001800.1	Carub.0001s0155.1.p	gene-TAV2_LOCUS1639
3240	Aa31LG1G10140	AT1G02360.3	CARHR001680.1	Carub.0001s0141.1.p	gene-TAV2_LOCUS1171
3241	Aa31LG1G10170	AT1G02330.1	CARHR001640.1	Carub.0001s0137.1.p	gene-TAV2_LOCUS1173
3242	Aa31LG1G10200	AT1G02310.2	CARHR001620.1	Carub.0001s0135.1.p	gene-TAV2_LOCUS2714
3243	Aa31LG1G10220	AT1G02280.1	CARHR001580.1	Carub.0001s0131.1.p	gene-TAV2_LOCUS2711
3244	Aa31LG1G10230	AT2G41610.1	CARHR001570.1	Carub.0001s0129.1.p	gene-TAV2_LOCUS2712
3245	Aa31LG1G10240	AT1G02270.1	CARHR001560.1	Carub.0001s0128.1.p	gene-TAV2_LOCUS2710
3246	Aa31LG1G10250	AT1G02260.2	CARHR001550.1	Carub.0001s0127.1.p	gene-TAV2_LOCUS2708
3247	Aa31LG1G10340	AT1G01020.1	CARHR001490.1	Carub.0001s0120.1.p	gene-TAV2_LOCUS3069
3248	Aa31LG1G10370	AT3G04430.1	CARHR001510.1	Carub.0001s0123.1.p	gene-TAV2_LOCUS3075
3249	Aa31LG1G10400	AT1G01040.2	CARHR001460.1	Carub.0001s0118.1.p	gene-TAV2_LOCUS3068
3250	Aa31LG1G10420	AT1G01060.7	CARHR001420.1	Carub.0001s0116.1.p	gene-TAV2_LOCUS3066
3251	Aa31LG1G10460	AT1G01090.1	CARHR001370.1	Carub.0001s0113.1.p	gene-TAV2_LOCUS3070
3252	Aa31LG1G10520	AT1G01140.3	CARHR001330.1	Carub.0001s0109.1.p	gene-TAV2_LOCUS1543
